A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,label
0.263383719,-0.402260974,0.125460455,0.503868421,-0.196570337,-0.101995837,0.064670946,0.080354531,-0.099752217,0.256570772,0
0.143934359,-0.354826209,0.066563279,0.380090043,-0.243876352,-0.189714354,0.08872146,-0.025777306,-0.049212434,0.150000086,0
0.079563039,-0.368883879,0.024270413,0.344565579,-0.218419979,-0.282998403,0.041273503,-0.040232199,0.045401717,0.054118412,0
0.185372354,-0.421751998,-0.036289873,0.337377885,-0.153724056,-0.251836667,-0.048424683,-0.026747161,0.021371105,0.082380161,0
0.278859593,-0.379596293,-0.059345406,0.303211857,-0.17415918,-0.26636729,-0.043287936,-0.063336396,-0.006821885,0.077445887,0
0.34237749,-0.331962269,-0.067694216,0.204920119,-0.226778722,-0.373381833,-0.013872105,-0.147045504,0.024722169,0.039771042,0
0.409852611,-0.168320624,-0.03606169,0.132444352,-0.221437941,-0.368808485,0.041783192,-0.116700861,-0.030086127,0.078758312,0
0.33820088,-0.113732065,-0.115035033,0.077712684,-0.222254743,-0.346191847,0.077417705,-0.180402899,0.044388362,0.054792649,0
0.337264498,-0.150258822,-0.225560984,0.068546551,-0.151047312,-0.333457474,0.019917963,-0.285400889,0.072549303,0.064501741,0
0.286024993,-0.08583121,-0.271722404,0.061700741,-0.20211337,-0.299241198,0.03242643,-0.310993983,0.080696801,0.073657916,0
0.243274695,-0.03481545,-0.237139053,0.145609533,-0.159722797,-0.223089244,-0.056597256,-0.308319877,0.030690214,0.11308457,0
0.225906601,0.03279576,-0.109601233,0.304006562,-0.097099043,-0.184792021,-0.132571354,-0.378974077,0.027238559,0.054152326,0
0.345357005,0.062835112,-0.003297185,0.263545133,-0.16002438,-0.203786276,-0.077327569,-0.406940575,0.024844065,0.007739714,0
0.482033391,0.12947457,0.071497614,0.198490101,-0.107425538,-0.195777582,0.023447327,-0.336890303,-0.004668771,-0.016468101,0
0.487480921,0.304649612,0.027146181,0.163033747,0.015172173,-0.226628843,0.129929798,-0.22215515,-0.007179875,-0.039093471,0
0.576883865,0.243950206,0.184451845,0.109163495,0.020823155,-0.178300057,0.147037812,-0.245724958,-0.002562614,-0.038099997,0
0.550176029,0.309470009,0.223826124,0.10495721,0.108280335,-0.16041282,0.139637337,-0.142653814,-0.007656407,-0.045940114,0
0.536965272,0.368424724,0.220160236,0.120830287,0.194215437,-0.120191594,0.120497697,-0.044896151,-0.022599078,-0.05928471,0
0.540931912,0.380695766,0.275434875,0.117588887,0.224236128,-0.098997067,0.093565369,0.019277178,-0.027624741,-0.064261837,0
0.537966199,0.377641011,0.312516109,0.089597131,0.255582853,-0.096235878,0.067999746,0.046922907,-0.009708064,-0.079398375,0
0.533487481,0.392229519,0.316331623,0.064200348,0.297337645,-0.110080451,0.057566006,0.066413178,0.009929318,-0.096275822,0
0.278902746,-0.442100318,0.135878236,0.209109704,-0.206482518,-0.143213219,0.149810082,0.012177031,0.088174531,-0.043015862,0
0.356395786,-0.338081055,0.076467015,0.223909568,-0.182420721,-0.108930948,0.120739509,-0.044945861,0.106803053,-0.011214629,0
0.345859702,-0.306228215,-0.001828932,0.306590334,-0.198128072,-0.20032171,-0.009175999,-0.141155986,0.075425568,0.01567836,0
0.326155682,-0.258546408,-0.017728478,0.20762491,-0.188982331,-0.189873599,-0.05708369,-0.096740273,0.040019209,0.057410042,0
0.346133604,-0.160548602,-0.184104831,0.121839584,-0.164997463,-0.185401705,-0.028929516,-0.051336769,0.036806904,0.064446406,0
0.416720312,-0.077503316,-0.28313726,0.00110867,-0.093030752,-0.15687175,0.066955703,-0.091306835,0.038548824,0.079135,0
0.457250078,-0.005121396,-0.290770786,-0.063168644,-0.055985027,-0.144567059,0.123293052,-0.165631166,0.05338684,0.112081429,0
0.356656743,0.103448483,-0.214963081,0.114076396,-0.072888117,-0.174505335,0.042704616,-0.154046336,0.017448165,0.098787143,0
0.399990334,0.181589246,-0.096162688,0.173914658,-0.089540807,-0.137933918,0.027145539,-0.130367529,-0.040086541,0.079298975,0
0.404230567,0.197146657,0.060458825,0.14781232,-0.120462435,-0.142258314,-0.016420135,-0.144957473,-0.055298041,0.057658809,0
0.472920848,0.161308386,0.161419488,0.152926641,-0.095628717,-0.110040633,-0.010486264,-0.172695214,-0.061348904,0.05200749,0
0.497699051,0.214793954,0.102337802,0.046991587,-0.045154026,-0.071092944,0.065383737,-0.086867977,-0.048222063,0.063345854,0
0.574363691,0.177315585,0.172146654,0.058782866,-0.045101176,0.032798522,0.063771183,-0.094431026,-0.084842514,0.07779197,0
0.524921105,0.254241477,0.203229718,0.04486128,-0.01575957,0.000805739,0.079081499,-0.089036222,-0.070260877,0.076950336,0
0.441376752,0.294707095,0.243545185,0.13751402,-0.008246826,-0.047305918,0.031741887,-0.070863903,-0.067922155,0.089468956,0
0.481408335,0.265638878,0.319684321,0.145028456,0.004277986,-0.009050362,0.06048396,-0.093702649,-0.059104271,0.062253536,0
0.461905303,0.273998877,0.37528542,0.140194055,0.037184589,0.017093249,0.04016356,-0.085121782,-0.057586598,0.022156432,0
0.471789112,0.29066531,0.408052773,0.177920786,0.073702936,0.041725928,0.023773078,-0.022992419,-0.056255011,0.015058425,0
0.027745204,-0.323386271,-0.164252957,0.244228996,-0.118790468,-0.194634955,-0.05665092,0.135256114,0.094121157,0.173901184,0
0.22963428,-0.326329975,-0.186014905,0.100531898,-0.125555276,-0.105207716,-0.037771029,-0.015949646,0.106409471,0.136930855,0
0.149775828,-0.291477993,-0.215631505,0.0735391,-0.144777208,-0.079111496,-0.137551934,-0.037997791,0.074342353,0.054442217,0
0.135524553,-0.2513974,-0.179329368,0.099560599,-0.165771532,-0.110860842,-0.214000938,-0.096094953,0.044780716,0.002430221,0
0.268945118,-0.172387418,-0.171538762,0.217363042,-0.104432878,-0.132925832,-0.166475944,-0.127061324,0.023862701,-0.018855838,0
0.383321022,-0.04521965,-0.215458712,0.219531147,-0.043379843,-0.095148356,-0.037325078,-0.087405072,-0.004068709,-0.030316155,0
0.479536301,0.030862448,-0.272805948,0.127517812,0.073337509,-0.105737747,0.054040354,-0.093394727,0.000908077,0.011059129,0
0.506516565,0.028160894,-0.211636607,0.165891482,0.011054903,-0.11905373,0.072535905,-0.173140641,-0.005535486,0.041892677,0
0.396069551,0.16409808,-0.135460699,0.180310293,-0.050367797,-0.155577102,0.099175609,-0.20854973,0.006699697,0.019966769,0
0.372453532,0.149023735,0.056206834,0.247897913,-0.041633824,-0.137020867,0.018017818,-0.240297035,-0.007437701,0.021564595,0
0.464776521,0.160415365,0.170222409,0.211941066,-0.027230466,-0.072953118,0.003560832,-0.16809972,-0.041564027,-0.010274928,0
0.554745052,0.182616412,0.231685106,0.188623151,-0.0195657,-0.027902982,0.035788064,-0.144179875,-0.055793649,-0.053494625,0
0.554390949,0.249488033,0.222858771,0.192991997,0.024439663,-0.050779496,0.049202297,-0.109380268,-0.054229391,-0.074821352,0
0.123338803,-0.47226755,0.216075928,0.284144776,-0.145317501,0.135458028,0.0902736,0.126709829,0.009878025,-0.086427192,0
0.228176618,-0.500049344,0.165208752,0.224704488,-0.121998778,0.1546328,0.057052917,0.109391412,0.006562724,-0.067924951,0
0.286089261,-0.456804318,0.114479081,0.161428432,-0.136280437,0.166660091,0.034964103,0.137148822,-0.011842315,-0.063053911,0
0.305244232,-0.40558139,0.064631197,0.163298846,-0.132556765,0.163988221,0.003659234,0.12989565,-0.00685448,-0.065086776,0
0.300521577,-0.35453023,-0.008091698,0.089555094,-0.148108276,0.109707487,-0.002354462,0.141502067,0.03006255,-0.0528277,0
0.356137054,-0.3828553,-0.079034615,0.042202123,-0.10234363,0.131991399,-0.042013484,0.097777285,0.053813026,-0.029599579,0
0.386087613,-0.326379182,-0.132357549,-0.000382766,-0.090349712,0.117870721,-0.062374054,0.083665657,0.063737864,-0.015139046,0
0.406350424,-0.251402448,-0.161265552,-0.04994652,-0.083028918,0.100873039,-0.062130273,0.062698819,0.083389754,-0.028422861,0
0.383329924,-0.194920813,-0.18214136,-0.050751544,-0.077558295,0.067907947,-0.100241582,0.029269322,0.069932001,-0.01207073,0
0.319072047,-0.148455927,-0.186594711,-0.020379067,-0.037988357,0.039533978,-0.182562416,0.011103543,0.043944626,0.019101161,0
0.277190858,-0.079883975,-0.131097332,-0.023223401,0.039538712,0.093303194,-0.226232906,-0.000498605,0.038707216,0.016705094,0
0.336388136,0.032442219,-0.031875287,0.041828782,0.02505545,0.155767071,-0.175968263,-0.018110527,0.030423564,-0.034618372,0
0.44203011,0.106444744,0.029269089,0.085587467,-0.035620357,0.187402753,-0.069188935,-0.04722699,-0.009805041,-0.048732051,0
0.500561633,0.154989138,0.068036495,0.074482601,-0.064044333,0.145773084,-0.014190399,-0.05503694,-0.01661573,-0.019467879,0
0.52748126,0.183849567,0.151349593,0.082353726,-0.045871017,0.098482356,-0.001603752,-0.065851132,-0.009916424,-0.016748608,0
0.537081714,0.203333031,0.235403781,0.08662311,-0.021231471,0.081288349,-0.000808028,-0.070548505,-0.011659523,-0.041995641,0
0.234687612,-0.410941393,0.027519114,0.23690926,-0.026532983,-0.069168104,0.098257585,0.025327352,0.079203323,0.071919749,0
0.402772612,-0.498102334,-0.019469747,0.164240478,0.048458508,-0.05351839,0.108870723,-0.043094003,0.111607603,0.063924507,0
0.327140321,-0.449562541,-0.117625865,0.164292875,0.044320421,-0.100685909,0.04462999,-0.012095484,0.094421782,0.062530547,0
0.283586681,-0.368778883,-0.171776729,0.231500645,-0.066282633,-0.148642306,-0.010931135,0.012062904,0.038251773,0.092852221,0
0.340094124,-0.299271546,-0.171007889,0.093219498,-0.062182351,-0.109048374,0.006994271,0.024448773,0.01426634,0.091984894,0
0.388234311,-0.213644037,-0.212399993,0.012218196,-0.027525707,-0.082948559,0.053890889,0.073657373,0.024591146,0.070631825,0
0.509670064,-0.233007438,-0.221945736,-0.019561214,0.03684202,0.016134437,0.050862972,0.014070544,-0.000570617,0.088899201,0
0.420666264,-0.153100916,-0.258610565,-0.015624185,0.014727236,-0.039818992,-0.041064843,0.05513993,-0.007042936,0.091296768,0
0.391932459,-0.078658249,-0.267612587,-0.029225505,-0.000164293,-0.071236473,-0.056201242,0.054733509,-0.015649581,0.100431488,0
0.491866873,-0.066545075,-0.205792711,-0.029979996,0.084436519,0.001926162,-0.003295474,-0.029121448,-0.039289406,0.119237473,0
0.468990747,0.069165396,-0.176167201,0.008916426,0.080669707,-0.002237168,0.011035754,-0.011928239,-0.064558922,0.118412244,0
0.524049857,0.156920338,-0.149435843,0.03436662,0.049163535,0.021764108,0.056974438,-0.004888223,-0.086681154,0.123497402,0
0.606672129,0.159732987,-0.092607948,0.029100991,0.041358554,0.061365995,0.101997416,-0.034237795,-0.087639919,0.12071703,0
0.604347437,0.158284221,-0.006904114,0.06536137,0.006353394,0.07113406,0.076920919,-0.034111042,-0.093632036,0.115710181,0
0.590398851,0.187564092,0.07815834,0.066151977,0.023610437,0.064521276,0.067529286,-0.006914048,-0.083250261,0.097855776,0
0.578968433,0.211992276,0.144260906,0.066098724,0.051991291,0.058586984,0.060527979,0.01096435,-0.07064026,0.066331872,0
0.610693776,0.248510353,0.184911926,0.063623283,0.078005761,0.063221416,0.085717571,0.026204422,-0.061657133,0.052990505,0
0.26054066,-0.606862669,0.220460921,0.306250682,-0.131540369,0.10141128,0.132883561,0.11022732,-0.076981597,-0.063086797,0
0.218707275,-0.563028116,0.16337385,0.267679617,-0.092705826,0.08052807,0.071966767,0.114424475,-0.060881076,-0.066010727,0
0.19619294,-0.516824686,0.077190081,0.304918638,-0.096765003,0.006278936,0.012277889,0.107616681,-0.051783676,-0.087420977,0
0.282194646,-0.497969619,0.084563919,0.283321273,-0.109678111,-0.008045908,0.004205755,0.099652083,-0.047019484,-0.090604884,0
0.352411191,-0.472108362,0.047277325,0.229838946,-0.11341717,-0.001754216,0.020983871,0.093468706,-0.057564686,-0.079116989,0
0.349127003,-0.435116273,-0.033037497,0.180992797,-0.097927905,0.00511713,-0.005205747,0.097813098,-0.054881935,-0.075332658,0
0.304307476,-0.369241343,-0.066296136,0.131256769,-0.141824475,-0.013794697,-0.091701999,0.098126526,-0.068875458,-0.054595788,0
0.325977566,-0.326437393,-0.106106906,0.100543206,-0.159270542,-0.022047881,-0.127688222,0.094573904,-0.051599206,-0.028905807,0
0.354323322,-0.285124151,-0.144337305,0.081464943,-0.119510265,-0.000762174,-0.154406232,0.079847289,-0.020566375,-0.024628043,0
0.308785413,-0.212381074,-0.158288443,0.080206515,-0.132429371,-0.022402421,-0.210404604,0.061396534,-0.043062965,-0.007904851,0
0.278963435,-0.140727874,-0.163027363,0.018865891,-0.086768155,-0.042440569,-0.214801751,0.002907548,-0.082619462,0.012425807,0
0.260302578,-0.082064102,-0.118378096,-0.009359559,-0.019024897,-0.03046685,-0.244145156,-0.011307278,-0.09533281,0.056329895,0
0.271379048,-0.003543917,-0.030263341,0.081984605,-0.001174429,0.016918969,-0.236143216,-0.034936381,-0.112448318,0.050804997,0
0.365989998,0.057265968,0.003387206,0.166129973,-0.066275273,0.081689532,-0.130676574,-0.054470757,-0.137933247,0.023497958,0
0.429604675,0.097532373,0.032438706,0.138662559,-0.121495,0.088055582,-0.062587923,-0.060890367,-0.15738383,0.040726553,0
0.464070753,0.114214755,0.058236642,0.123029448,-0.150306798,0.091733489,-0.039979941,-0.066967455,-0.156047846,0.061633736,0
0.469466983,0.143577256,0.08192287,0.134723252,-0.161766555,0.08195245,-0.028864421,-0.076454443,-0.148807203,0.068613937,0
0.467869425,0.171410164,0.144760819,0.135769963,-0.168378024,0.074911897,-0.03169579,-0.064454494,-0.139766636,0.049431534,0
0.488913185,0.194447697,0.198613379,0.13130153,-0.158279164,0.068129521,-0.031635624,-0.042613726,-0.124693275,0.037513797,0
0.498360169,0.208050458,0.245000872,0.138563506,-0.124895606,0.058780156,-0.042841295,-0.031764017,-0.108913242,0.008158434,0
0.468816106,0.239105047,0.264632994,0.135276631,-0.124190373,0.021299488,-0.054629001,-0.012244468,-0.102534359,-0.020459316,0
0.349970918,-0.512921051,0.109636991,0.69192657,-0.044129995,0.119315795,0.052965248,0.224590314,-0.110345097,-0.046724656,0
0.346275714,-0.481509428,0.108322208,0.595627363,-0.027363548,0.160395128,0.002406907,0.264286401,-0.103904534,-0.045061691,0
0.318743278,-0.467712887,0.062436475,0.540951867,-0.056472194,0.114626836,-0.058229889,0.267753586,-0.107428393,-0.042580383,0
0.345411776,-0.459307208,0.015969307,0.514092901,-0.057132377,0.092996784,-0.066359718,0.244301098,-0.098547136,-0.045995004,0
0.420372225,-0.436910141,-0.056113228,0.471227651,0.003871383,0.101323987,-0.015952591,0.209397458,-0.071678625,-0.051127168,0
0.438495422,-0.406625935,-0.106308122,0.443951828,0.001698289,0.072142928,-0.014723192,0.180320817,-0.065759302,-0.050950374,0
0.383911237,-0.359088028,-0.093104962,0.449345247,-0.053813248,0.044612843,-0.125729119,0.18107909,-0.096547711,-0.041495793,0
0.405546214,-0.352721083,-0.094039399,0.355404551,-0.048562579,0.064184685,-0.160280367,0.155622181,-0.080982659,-0.03729506,0
0.438986289,-0.295972742,-0.143737719,0.297791992,-0.032411098,0.027940948,-0.13093795,0.143098022,-0.05854992,-0.041226456,0
0.446865703,-0.225638301,-0.2333655,0.304206247,0.0333312,-0.020795129,-0.104464605,0.107737279,-0.054953816,-0.049222307,0
0.4235625,-0.186417524,-0.293636511,0.265270491,0.075780479,-0.050632293,-0.098783056,0.031419021,-0.077808213,-0.04036518,0
0.370879083,-0.149626467,-0.282179241,0.188808375,0.081723421,-0.046156886,-0.137121344,-0.013660914,-0.110758022,0.005362391,0
0.302493553,-0.071541995,-0.266274677,0.097505673,0.02487835,-0.028106699,-0.201304397,0.070323227,-0.108371389,0.136615473,0
0.37782913,0.013428634,-0.174207549,0.125962947,0.022921304,0.098694167,-0.098587332,-0.024591075,-0.144561298,0.119602593,0
0.449516615,0.026646846,-0.211671753,0.15196387,0.016601498,0.062005687,-0.011486695,-0.075163853,-0.12888188,0.058510141,0
0.509183394,0.047727329,-0.155809803,0.214468562,-0.013480594,0.016798295,0.026269641,-0.098406464,-0.147512267,0.051799779,0
0.604226281,0.101611378,-0.157370917,0.195229933,0.028070803,0.078494544,0.068964876,-0.051896409,-0.163559894,0.024507314,0
0.626229509,0.15143474,-0.150900781,0.234205113,0.026079811,0.03184243,0.089381174,-0.025667713,-0.167740645,0.034380695,0
0.661023008,0.152832326,-0.087110605,0.221064512,0.027791968,0.042163345,0.121772081,-0.039267057,-0.156433026,0.038887838,0
0.656617071,0.163540468,-0.015973927,0.207018189,0.036295999,0.035044005,0.123661785,-0.050093109,-0.142924906,0.030644556,0
0.583499489,0.230838386,-0.039311838,0.23424684,0.112304369,-0.039226042,0.094560324,-0.028482556,-0.133144299,0.021150706,0
0.594433146,0.20863696,0.023531421,0.216607919,0.10589074,-0.028691186,0.100137911,-0.063249411,-0.127126861,-0.00281666,0
0.596575591,0.209513681,0.055959331,0.2237264,0.052307421,-0.041090659,0.095966219,-0.061840625,-0.125560801,-0.024787852,0
0.378230997,-0.444492747,0.035462813,0.427598961,-0.04598554,-0.093526656,-0.052292668,0.173644346,0.00017196,-0.113576706,0
0.368641226,-0.398366284,0.005877148,0.384912576,-0.024182989,-0.11528455,-0.08702239,0.150456389,0.006357025,-0.134372852,0
0.410857374,-0.390660013,-0.020700521,0.298089203,0.014242298,-0.083036904,-0.105363286,0.087343898,0.011161815,-0.138546358,0
0.399665821,-0.308151225,-0.066499351,0.247637495,0.05499215,-0.084505921,-0.154303296,0.101041499,-0.017512443,-0.137763379,0
0.415734729,-0.234725653,-0.129921907,0.182406604,0.150377226,-0.052704966,-0.176026615,0.113210895,-0.0226755,-0.143403843,0
0.355267816,-0.195242728,-0.145346169,0.200166052,0.123512219,-0.054637787,-0.260444367,0.107952137,-0.030328694,-0.119406726,0
0.352380146,-0.17644709,-0.126324831,0.1958415,0.029493031,0.006245044,-0.274634829,0.064853891,-0.0293494,-0.036372566,0
0.439930795,-0.089265411,-0.108851591,0.174745432,-0.020489628,0.058453494,-0.174380809,0.044314915,-0.07301008,-0.05517428,0
0.396718537,-0.084225416,-0.116556641,0.166711776,-0.073776363,0.00804651,-0.181350401,-0.016438665,-0.124846867,-0.018092361,0
0.371391434,-0.018464509,-0.016370899,0.098019129,-0.063343009,-0.02188437,-0.131450324,-0.072660034,-0.098660423,-0.039796691,0
0.450509579,0.035553802,-0.012231524,0.069289973,-0.027854815,-0.00112812,-0.078315598,-0.043254671,-0.071086083,-0.053195983,0
0.478017009,0.025784111,-0.05495634,0.106634253,-0.07226502,0.023895844,-0.11289556,-0.03589246,-0.06806762,-0.023359609,0
0.47404101,0.08358361,-0.003093041,0.157007097,-0.067954799,0.012177326,-0.135489924,-0.030333296,-0.074363838,-0.01633898,0
0.481084806,0.144994451,0.063112941,0.133790244,-0.054380353,-0.012100843,-0.097259369,-0.029405148,-0.072885765,-0.03490281,0
0.499551029,0.150397166,0.114298354,0.113888408,-0.042247201,0.001944526,-0.069929929,-0.038420616,-0.065852212,-0.043082119,0
0.488980475,0.189405757,0.127357131,0.109464895,-0.036905731,-0.015244289,-0.050472348,-0.024708968,-0.067730437,-0.040840189,0
0.477180532,0.181689933,0.164707448,0.130178543,-0.027857591,-0.013798015,-0.066154619,-0.041984312,-0.069273736,-0.04719625,0
0.454385615,0.174498379,0.209119028,0.134356232,-0.013039657,-0.035947297,-0.091747179,-0.053944139,-0.068588009,-0.052798248,0
0.448371337,0.185715303,0.228025241,0.10904266,0.024025929,-0.047387742,-0.086110892,-0.043648885,-0.068536516,-0.04991764,0
0.153045165,-0.499426659,0.114745445,0.287596366,-0.140084952,0.041376084,-0.022017284,0.202027361,0.001700123,-0.042971752,0
0.204174392,-0.494957863,0.115788481,0.283418942,-0.154837062,0.046754572,-0.029526848,0.173926084,0.082844694,-0.085619613,0
0.225920464,-0.497564681,0.058213958,0.25234961,-0.161502455,-0.003237365,-0.048759737,0.117934902,0.136737465,-0.072761945,0
0.203959102,-0.493176351,0.001531667,0.222561654,-0.136960094,-0.031002522,-0.102335366,0.060326188,0.150653691,-0.055862743,0
0.296316836,-0.424353246,-0.057942252,0.102562018,-0.079054689,0.003454098,-0.071599721,0.031181679,0.150112757,-0.058540127,0
0.32383874,-0.388333615,-0.117244933,0.093953739,-0.057307443,-0.004364845,-0.085951596,0.011879044,0.138371911,-0.048241736,0
0.291931815,-0.218521679,-0.189842963,0.020633439,-0.066950029,-0.075101562,-0.059577648,0.04776036,0.119629008,-0.056044189,0
0.359662305,-0.193328296,-0.225373547,-0.039894074,-0.023817541,-0.041846455,-0.067369115,-0.020785678,0.086634369,-0.022344543,0
0.274490682,-0.195924799,-0.243124267,-0.016147158,-0.055020212,-0.052453424,-0.181283684,-0.079263579,0.044382363,0.022272184,0
0.160400177,-0.152845371,-0.217313653,0.034225924,-0.061668128,-0.028672846,-0.285300909,-0.124236609,0.008285499,0.047775562,0
0.209004211,-0.042468033,-0.13637989,0.126568001,-0.003543465,0.014274335,-0.259473196,-0.147838172,0.012913347,-0.02055919,0
